cluster_id,cluster_size,picked_indices,top_terms,score,label,rationale
442,127,"[124664, 1270503, 1312355, 508258, 955798]","star formation, formation, star, formation rate, math_tex",5,Star Formation Rate Modeling,"All paragraphs utilize mathematical formulations to define star formation rates based on local density thresholds and timescales. They share a common approach of modeling star formation histories and efficiencies, indicating a cohesive methodological framework focused on the dynamics of star formation in astrophysical contexts."
400,124,"[931612, 668643, 1262197, 90744, 833755]","antennas, array, km, configuration, baseline",5,ALMA observational configurations,"All paragraphs describe observational methodologies using the ALMA (Atacama Large Millimeter/submillimeter Array) with varying configurations and antenna counts. They focus on the specifics of antenna arrangements, baseline distances, and frequency bands, indicating a consistent methodological approach to radio astronomy observations."
452,124,"[400500, 722968, 208956, 13076, 718038]","math_tex, dark matter, particles, dark, 10",5,Simulation particle mass resolutions,"All paragraphs describe methodologies related to simulations of dark matter and gas, focusing on particle mass resolutions and configurations. They consistently detail the mass ranges and particle counts used in their simulations, indicating a high degree of methodological similarity."
531,119,"[615745, 1080926, 352553, 20382, 1080610]","iraf, national, astronomy, national optical, distributed national",5,IRAF Aperture Photometry,"All paragraphs utilize IRAF for data reduction and aperture photometry, indicating a consistent methodological approach. The use of specific IRAF tasks and the focus on similar data processing techniques further solidify their methodological closeness."
222,118,"[1363253, 309773, 471591, 1367054, 879177]","spherical, spherical harmonics, harmonics, math_tex, harmonic",5,Spherical Harmonics Analysis,"All paragraphs focus on the mathematical treatment and application of spherical harmonics, employing similar integration techniques and definitions. The methodologies are closely aligned in their use of spherical harmonics for data representation and analysis, indicating a high degree of methodological similarity."
245,118,"[1324982, 418137, 700718, 1059032, 845003]","calorimeter, tracker, energy, detector, csi",5,Calorimeter and Tracker Systems,"All paragraphs describe methodologies involving calorimeter and tracker systems for detecting high-energy particles. They detail similar data processing techniques, such as energy estimation and event reconstruction, using specific detector configurations and calibration methods, indicating a high degree of methodological similarity."
366,117,"[775758, 248928, 248904, 248911, 248884]","albedo, math_tex, gravity darkening, darkening, darkening coefficients",5,Gravity Darkening and Albedo Assumptions,"All paragraphs utilize the same fundamental parameters, specifically the bolometric albedo and gravity-darkening coefficients, which are consistently assumed across the methodologies. The focus on a common convective envelope for both components further solidifies their methodological similarity."
398,115,"[336435, 57928, 549881, 41718, 24681]","polarization, math_tex, stokes, instrumental polarization, polarization math_tex",5,Stokes Parameter Analysis,"All paragraphs focus on the analysis of Stokes parameters related to polarization measurements, employing similar mathematical frameworks for uncertainty calculations and data processing. The methodologies involve evaluating instrumental polarization and noise effects, indicating a consistent approach to handling polarization data across the paragraphs."
403,113,"[29051, 566827, 1321034, 1349289, 322173]","virial, math_tex, mass, virial mass, velocity",5,Virial Theorem Applications,"All paragraphs utilize the virial theorem to derive mass and radius estimates based on velocity dispersion measurements. The methodologies involve similar calculations and parameters related to virial mass and radius, indicating a strong methodological alignment."
373,111,"[1111011, 345977, 459048, 624322, 886158]","photoelectric, photoelectric absorption, absorption, cross sections, xspec",5,XSPEC spectral fitting methods,"All paragraphs utilize XSPEC for spectral fitting, focusing on photoelectric absorption models and cross-sections. The methodologies are closely aligned in their use of specific models and data processing techniques, indicating a high degree of methodological similarity."
41,110,"[662064, 597020, 495588, 291638, 962204]","beamformer, beams, antennas, mwa, antenna",5,Beamforming and Signal Processing,"All paragraphs describe methodologies centered around the use of beamformers for signal processing in radio astronomy. They detail similar processes involving the combination of dipole signals, handling of radio frequency interference (RFI), and the configuration of antennas, indicating a strong methodological alignment."
137,110,"[442621, 163284, 178460, 235992, 1168759]","difmap, data, aips, calibration, self",5,Calibration and Imaging with Difmap,"All paragraphs describe methodologies centered around the calibration and imaging of astrophysical data using the Difmap and AIPS software packages. They consistently employ self-calibration, the CLEAN algorithm, and similar data processing techniques, indicating a high degree of methodological similarity."
211,110,"[195198, 134572, 386687, 576755, 302442]","sinica, academia, academia sinica, smithsonian, submillimeter array",5,Submillimeter Array Observations,"All paragraphs describe observational methodologies using the Submillimeter Array (SMA), detailing specific observation dates and configurations. The consistency in the use of the same instrument and similar observational setups indicates a very close methodological alignment."
39,108,"[837728, 1168423, 12588, 232488, 673350]","helmholtz, kelvin helmholtz, kelvin, helmholtz instability, math_tex",5,Kelvin-Helmholtz instability simulations,"All paragraphs focus on methodologies related to the Kelvin-Helmholtz instability, employing similar numerical techniques such as spectral methods and perturbation analysis. They discuss initialization conditions, stability criteria, and simulation outputs, indicating a cohesive methodological framework."
